"dt","buyer_country","buyer_region","seller_country","seller_region","logistics_provider","parcel_qty","sum_apt","sum_bwt"
"2026-01-01","ID","Bali","ID","Bali","SiCepat","28221","22627.8","47089.69"
"2026-01-02","MY","Kuala Lumpur","MY","Sarawak","Pos Malaysia","23809","21070.92","116358.14"
"2026-01-02","MY","Pahang","MY","Penang","Pos Malaysia","20339","14654.39","56374.07"
"2026-01-02","TH","Surat Thani","TH","Chonburi","J&T","22938","16260.5","65662.13"
"2026-01-02","TH","Nakhon Sawan","TH","BKK","Kerry Express","22709","16220.3","56779.2"
"2026-01-02","TH","Phuket","TH","Phuket","Kerry Express","14903","9870.95","21063.82"
"2026-01-02","PH","Central Visayas","PH","Calabarzon","DHL","14804","8587.08","36180.38"
"2026-01-02","ID","Bali","ID","Central Java","Pos Indonesia","21540","14909.59","65408.8"
"2026-01-02","MY","Selangor","MY","Selangor","J&T","19868","14711.85","20408.27"
"2026-01-02","MY","Pahang","MY","Selangor","Pos Malaysia","11298","8753.07","24602.05"
"2026-01-02","PH","Bicol Region","PH","Calabarzon","J&T","22580","13036.12","43489.87"
"2026-01-02","TH","Chonburi","TH","BKK","Ninja Van","19037","12159.12","21160.79"
"2026-01-02","PH","Central Luzon","PH","Central Visayas","LBC Express","26574","19978.28","90136.39"
"2026-01-02","MY","Johor","MY","Pahang","DHL","28917","20408.65","47627.73"
"2026-01-02","TH","Surat Thani","TH","BKK","J&T","9874","6649.6","30456.59"
"2026-01-02","MY","Kedah","MY","Penang","J&T","16408","12114.66","22812.76"
"2026-01-02","TH","Chiang Mai","TH","Chonburi","Ninja Van","18848","13579.4","16646.11"
"2026-01-02","ID","North Sumatra","ID","Bali","J&T","16059","11865.44","137676.25"
"2026-01-02","ID","East Java","ID","Riau","J&T","24949","18819.84","134693.83"
"2026-01-02","MY","Sarawak","MY","Selangor","Pos Malaysia","29363","21290.83","150025.89"
"2026-01-02","PH","Ilocos Region","PH","NCR","Ninja Van","28980","19226.79","53252.64"
"2026-01-02","MY","Selangor","MY","Johor","J&T","26002","18632.69","47638.28"
"2026-01-02","MY","Negeri Sembilan","MY","Kuala Lumpur","Ninja Van","22060","14806.3","30452.11"
"2026-01-02","PH","Calabarzon","PH","Northern Mindanao","J&T","22787","18354.36","72986.36"
"2026-01-02","ID","Riau","ID","North Sumatra","Pos Indonesia","19050","13938.76","52569.26"
"2026-01-02","TH","Surat Thani","TH","Phuket","J&T","12593","8107.53","21406.32"
"2026-01-02","TH","Songkhla","TH","Chonburi","Ninja Van","20452","14226.28","14018.18"
"2026-01-02","PH","West Visayas","PH","Bicol Region","J&T","8803","7351.71","16221.06"
"2026-01-02","MY","Sarawak","MY","Penang","Pos Malaysia","25770","18447.19","150785.73"
"2026-01-02","PH","Ilocos Region","PH","Northern Mindanao","2GO Express","22235","18440.7","96887.81"
"2026-01-02","TH","Nakhon Sawan","TH","Songkhla","FedEx","27399","22224.48","124395.45"
"2026-01-02","PH","Central Luzon","PH","West Visayas","LBC Express","14869","9759.28","45015.77"
"2026-01-02","PH","NCR","PH","Bicol Region","J&T","29420","25361.64","54309.84"
"2026-01-02","PH","SOCCSKSARGEN","PH","Central Visayas","Ninja Van","29668","20647.02","78453.63"
"2026-01-02","ID","West Java","ID","Bali","Pos Indonesia","31657","24279.94","112357.98"
"2026-01-02","TH","Chiang Mai","TH","Khon Kaen","Kerry Express","25198","23420.46","88307.37"
"2026-01-02","MY","Pahang","MY","Perak","Pos Malaysia","21499","18706.65","49693.87"
"2026-01-02","MY","Sabah","MY","Selangor","DHL","25440","16959.13","181995.3"
"2026-01-02","TH","Nonthaburi","TH","Khon Kaen","Ninja Van","14162","12398.72","29190.14"
"2026-01-02","MY","Sabah","MY","Pahang","Pos Malaysia","14522","11902.05","113324.33"
"2026-01-02","ID","Banten","ID","Banten","Pos Indonesia","13056","9069.43","13728.72"
"2026-01-02","TH","Phuket","TH","Khon Kaen","Kerry Express","6937","6256.63","34752.31"
"2026-01-02","ID","Riau","ID","Central Java","J&T","7917","5296.43","43912.71"
"2026-01-02","TH","Korat","TH","Phuket","J&T","11272","7107.77","37973.9"
"2026-01-02","ID","Riau","ID","Bali","Pos Indonesia","16979","13134.25","130240.86"
"2026-01-02","MY","Sabah","MY","Negeri Sembilan","Ninja Van","22515","16915.82","159252.35"
"2026-01-02","PH","Northern Mindanao","PH","West Visayas","J&T","18074","11204.91","42339.05"
"2026-01-02","MY","Kuala Lumpur","MY","Johor","Pos Malaysia","18253","13297.13","39033.7"
"2026-01-02","MY","Perak","MY","Sabah","J&T","21000","17335.96","129477.97"
"2026-01-02","PH","West Visayas","PH","Central Visayas","J&T","17192","11983.57","22838.74"
"2026-01-02","PH","Bicol Region","PH","Bicol Region","J&T","25242","20974.27","33482.64"
"2026-01-02","PH","NCR","PH","Calabarzon","2GO Express","27320","17136.44","29742.15"
"2026-01-02","TH","Chonburi","TH","Songkhla","Ninja Van","11104","9027.21","33769.5"
"2026-01-02","ID","Banten","ID","Bali","J&T","7455","5457.93","29129.63"
"2026-01-02","TH","Korat","TH","Songkhla","Ninja Van","25760","21429.98","91206.28"
"2026-01-02","ID","Bali","ID","South Sulawesi","Pos Indonesia","16204","15132.01","47756.1"
"2026-01-02","TH","Songkhla","TH","Korat","J&T","19483","11761.6","72342.05"
"2026-01-02","ID","East Java","ID","East Java","Pos Indonesia","25836","20113.91","28255.3"
"2026-01-02","TH","BKK","TH","Korat","J&T","24449","14181.45","38036.15"
"2026-01-02","PH","Central Visayas","PH","Northern Mindanao","DHL","28849","22320.14","46008.27"
"2026-01-02","ID","Riau","ID","Jakarta","Pos Indonesia","13191","8269.33","56366.01"
"2026-01-02","TH","Korat","TH","BKK","Ninja Van","13929","9091.34","21789.29"
"2026-01-02","PH","SOCCSKSARGEN","PH","SOCCSKSARGEN","2GO Express","15810","11334.93","20523.45"
"2026-01-02","PH","Northern Mindanao","PH","Central Luzon","LBC Express","8695","6744.99","43630.13"
"2026-01-02","TH","Nonthaburi","TH","Nakhon Sawan","Kerry Express","9488","7220.47","18013.96"
"2026-01-02","TH","BKK","TH","Phuket","Kerry Express","32342","21342.68","115491.78"
"2026-01-02","PH","West Visayas","PH","SOCCSKSARGEN","J&T","31389","22526.72","76032.52"
"2026-01-02","PH","Central Luzon","PH","SOCCSKSARGEN","LBC Express","7906","6052.02","38543.09"
"2026-01-02","PH","NCR","PH","West Visayas","2GO Express","30503","19471.0","71470.25"
"2026-01-02","PH","Bicol Region","PH","Central Luzon","LBC Express","26817","20671.27","77830.58"
"2026-01-02","PH","Central Visayas","PH","Bicol Region","2GO Express","24056","20261.78","45140.05"
"2026-01-02","TH","Chonburi","TH","Chiang Mai","J&T","14694","13179.55","41734.47"
"2026-01-02","TH","BKK","TH","Songkhla","J&T","15056","11766.91","47415.56"
"2026-01-02","ID","Banten","ID","West Java","Ninja Van","14638","9902.59","22394.84"
"2026-01-02","ID","South Sulawesi","ID","Riau","Pos Indonesia","9486","7302.8","77053.14"
"2026-01-02","MY","Penang","MY","","Ninja Van","12829","7832.92","58154.21"
"2026-01-02","TH","Korat","TH","Chonburi","Ninja Van","18673","13161.02","28129.37"
"2026-01-02","MY","Penang","MY","Pahang","Pos Malaysia","23399","20436.42","61306.69"
"2026-01-02","TH","Chonburi","TH","Korat","Ninja Van","14594","8869.04","23293.82"
"2026-01-02","MY","Selangor","MY","Perak","J&T","21217","17477.59","32088.68"
"2026-01-02","PH","SOCCSKSARGEN","PH","NCR","DHL","29335","17627.61","134926.01"
"2026-01-02","PH","SOCCSKSARGEN","PH","Ilocos Region","LBC Express","15851","14226.65","105396.43"
"2026-01-02","MY","Sabah","MY","Sabah","Pos Malaysia","23588","20567.57","40124.7"
"2026-01-02","ID","Banten","ID","Central Java","Pos Indonesia","11707","7965.14","27430.55"
"2026-01-02","ID","South Sulawesi","ID","East Java","Pos Indonesia","16773","13257.2","61950.93"
"2026-01-02","MY","Pahang","MY","Sabah","DHL","8096","6402.75","45375.75"
"2026-01-02","MY","Perak","MY","Penang","Pos Malaysia","25735","19051.35","46715.79"
"2026-01-02","MY","Penang","MY","Perak","Pos Malaysia","25915","23586.55","44016.64"
"2026-01-02","MY","Johor","MY","Penang","Pos Malaysia","28792","20536.74","97725.12"
"2026-01-02","PH","Northern Mindanao","PH","Central Visayas","2GO Express","27859","20342.26","57689.14"
"2026-01-02","TH","Khon Kaen","TH","Chiang Mai","Ninja Van","8680","8034.78","24279.63"
"2026-01-02","ID","South Sulawesi","ID","Banten","Pos Indonesia","27070","18578.35","172482.78"
"2026-01-02","TH","Nonthaburi","TH","BKK","J&T","15009","9356.14","15669.77"
"2026-01-02","TH","Nonthaburi","TH","Nonthaburi","Ninja Van","14822","9901.76","15885.58"
"2026-01-02","TH","Korat","TH","Chiang Mai","Ninja Van","26097","24659.27","64536.97"
"2026-01-02","TH","Chiang Mai","TH","Phuket","J&T","13711","8663.64","67686.82"
"2026-01-02","ID","Riau","ID","Banten","Ninja Van","24874","18398.96","108532.46"
"2026-01-02","TH","Songkhla","TH","Songkhla","Ninja Van","9260","7470.23","10611.48"
"2026-01-02","MY","Sabah","MY","Johor","J&T","23076","17037.58","139261.56"
"2026-01-02","TH","Phuket","TH","Nonthaburi","Ninja Van","7655","4888.85","21506.25"
"2026-01-02","TH","Nakhon Sawan","TH","Chiang Mai","Ninja Van","17895","16707.37","44931.39"
"2026-01-02","ID","South Sulawesi","ID","Central Java","J&T","10089","6399.19","46292.02"
"2026-01-02","PH","Ilocos Region","PH","Ilocos Region","J&T","25292","21768.51","34763.76"
"2026-01-02","ID","East Java","ID","Central Java","Ninja Van","35863","25357.19","61918.59"
"2026-01-02","ID","Banten","ID","Jakarta","Pos Indonesia","26460","15992.81","32239.96"
"2026-01-02","TH","Songkhla","TH","BKK","Ninja Van","18437","11795.64","62685.48"
"2026-01-02","ID","Jakarta","ID","Central Java","Pos Indonesia","11214","7979.15","22502.03"
"2026-01-02","MY","Pahang","MY","Negeri Sembilan","Pos Malaysia","17364","13121.68","37334.37"
"2026-01-02","MY","Negeri Sembilan","MY","Sarawak","Ninja Van","14821","12622.34","61377.9"
"2026-01-02","MY","Penang","MY","Johor","Pos Malaysia","8014","5994.14","25058.67"
"2026-01-02","ID","East Java","ID","Banten","Pos Indonesia","28776","21290.93","85112.43"
"2026-01-02","PH","Calabarzon","PH","West Visayas","Ninja Van","22992","14547.07","51267.34"
"2026-01-02","PH","Central Luzon","PH","Bicol Region","LBC Express","18843","16796.18","46056.17"
"2026-01-02","ID","Central Java","ID","West Java","DHL","16918","10552.55","30445.52"
"2026-01-02","TH","Phuket","TH","Chonburi","J&T","11174","7383.79","33351.94"
"2026-01-02","ID","West Java","ID","West Java","DHL","15883","9571.1","16610.52"
"2026-01-02","TH","Chiang Mai","TH","Korat","J&T","17121","9961.13","50909.79"
"2026-01-02","PH","Northern Mindanao","PH","Ilocos Region","LBC Express","8260","7814.43","45348.7"
"2026-01-02","TH","Uknown","TH","Uknown","DHL","27856","18417.23","126820.02"
"2026-01-02","MY","Kuala Lumpur","MY","Kuala Lumpur","Pos Malaysia","13617","9919.36","17684.86"
"2026-01-02","TH","Chonburi","TH","Phuket","Ninja Van","11531","7346.06","34496.4"
"2026-01-02","TH","Surat Thani","TH","Chiang Mai","J&T","10835","9815.64","50439.56"
"2026-01-02","TH","Nonthaburi","TH","Phuket","Ninja Van","9265","5835.25","27636.51"
"2026-01-02","ID","Central Java","ID","Jakarta","Ninja Van","26305","15733.62","53960.79"
"2026-01-02","TH","Khon Kaen","TH","Nonthaburi","Ninja Van","18861","12505.13","44650.33"
"2026-01-02","MY","Pahang","MY","Johor","J&T","10820","7693.64","20609.98"
"2026-01-02","TH","Nonthaburi","TH","Korat","J&T","11562","6763.29","18851.75"
"2026-01-02","ID","West Java","ID","South Sulawesi","Ninja Van","31884","29303.75","151089.19"
"2026-01-02","ID","South Sulawesi","ID","North Sumatra","J&T","20316","13188.07","196669.58"
"2026-01-02","TH","Surat Thani","TH","Surat Thani","Kerry Express","18945","16653.72","31145.1"
"2026-01-02","ID","Central Java","ID","Banten","Pos Indonesia","24980","18061.02","56710.92"
"2026-01-02","MY","Johor","MY","Negeri Sembilan","J&T","20936","14455.8","35892.92"
"2026-01-02","MY","Sarawak","MY","Kedah","Pos Malaysia","13307","11963.73","80618.21"
"2026-01-02","PH","Northern Mindanao","PH","Calabarzon","LBC Express","20655","13444.1","96210.38"
"2026-01-02","PH","Northern Mindanao","PH","NCR","2GO Express","18058","12273.82","70283.41"
"2026-01-02","MY","Kedah","MY","Sarawak","Pos Malaysia","12105","11572.18","72658.62"
"2026-01-02","PH","SOCCSKSARGEN","PH","Northern Mindanao","J&T","25839","19883.54","50706.82"
"2026-01-02","TH","Songkhla","TH","Chiang Mai","Kerry Express","24600","24609.22","152903.36"
"2026-01-02","TH","Nakhon Sawan","TH","Surat Thani","Kerry Express","22983","19863.96","104123.41"
"2026-01-02","PH","Calabarzon","PH","Central Luzon","Ninja Van","17794","13171.45","21401.63"
"2026-01-02","TH","Nonthaburi","TH","Surat Thani","Kerry Express","9024","7684.71","28195.86"
"2026-01-02","MY","Perak","MY","Kuala Lumpur","Ninja Van","7876","5484.02","12953.09"
"2026-01-02","TH","Nakhon Sawan","TH","Nonthaburi","J&T","16880","11017.77","33041.91"
"2026-01-02","MY","Johor","MY","Johor","Pos Malaysia","17129","12603.49","23150.33"
"2026-01-02","ID","Jakarta","ID","Riau","J&T","24918","19569.94","92268.99"
"2026-01-02","TH","Korat","TH","Surat Thani","Ninja Van","13635","11038.09","42435.28"
"2026-01-02","TH","Nakhon Sawan","TH","Chonburi","Ninja Van","21452","14874.41","47148.75"
"2026-01-02","ID","Jakarta","ID","North Sumatra","SiCepat","23833","16544.13","154099.56"
"2026-01-02","TH","Phuket","TH","Uknown","Ninja Van","16529","12204.17","75128.72"
"2026-01-02","ID","Bali","ID","Riau","Ninja Van","26458","20789.82","183086.05"
"2026-01-02","MY","Kedah","MY","Selangor","J&T","12350","8903.15","27812.64"
"2026-01-02","MY","Penang","MY","Negeri Sembilan","Pos Malaysia","9833","7582.84","23763.27"
"2026-01-02","PH","Bicol Region","PH","NCR","2GO Express","29457","18524.78","63553.92"
"2026-01-02","TH","Songkhla","TH","Uknown","Ninja Van","21170","16030.51","102955.99"
"2026-01-02","TH","Surat Thani","TH","Nakhon Sawan","J&T","14245","10062.97","49890.1"
"2026-01-02","PH","Unknown","PH","Unknown","DHL","9427","5045.49","41317.9"
"2026-01-02","PH","Northern Mindanao","PH","Northern Mindanao","2GO Express","11163","9571.12","14773.13"
"2026-01-02","ID","North Sumatra","ID","East Java","Pos Indonesia","23627","18353.78","177569.3"
"2026-01-02","TH","Khon Kaen","TH","BKK","Ninja Van","20907","13808.26","51849.01"
"2026-01-02","PH","Ilocos Region","PH","Central Visayas","LBC Express","23600","18065.21","108781.01"
"2026-01-02","TH","Nonthaburi","TH","Chonburi","Ninja Van","16202","11225.03","18570.29"
"2026-01-02","MY","Negeri Sembilan","MY","Kedah","Pos Malaysia","18679","16609.41","58417.26"
"2026-01-02","MY","Sabah","MY","Penang","Ninja Van","27185","18925.88","206846.82"
"2026-01-02","ID","Jakarta","ID","West Java","Pos Indonesia","30164","20656.58","40015.47"
"2026-01-02","MY","Selangor","MY","Sabah","Ninja Van","18077","15121.27","101318.49"
"2026-01-02","ID","Bali","ID","East Java","Pos Indonesia","8066","6525.46","16474.43"
"2026-01-02","MY","Negeri Sembilan","MY","Selangor","Pos Malaysia","18205","13074.77","30409.76"
"2026-01-02","TH","Nonthaburi","TH","Songkhla","J&T","25344","20476.41","73485.89"
"2026-01-02","MY","Johor","MY","Sabah","DHL","22385","17154.72","118736.93"
"2026-01-02","MY","Selangor","MY","Penang","J&T","21974","15551.54","37592.86"
"2026-01-02","PH","Bicol Region","PH","Central Visayas","LBC Express","26197","18912.85","75448.82"
"2026-01-02","TH","Phuket","TH","Chiang Mai","Ninja Van","9887","9027.59","43710.39"
"2026-01-02","PH","Central Visayas","PH","Central Visayas","2GO Express","9122","6430.02","9174.22"
"2026-01-02","PH","Central Visayas","PH","SOCCSKSARGEN","J&T","20390","13918.42","45001.97"
"2026-01-02","MY","Negeri Sembilan","MY","Penang","Ninja Van","23691","16967.03","351442.41"
"2026-01-02","TH","Khon Kaen","TH","Chonburi","J&T","21297","14281.49","49454.58"
"2026-01-02","TH","Korat","TH","Korat","Ninja Van","23285","14025.6","24771.55"
"2026-01-02","ID","West Java","ID","North Sumatra","Pos Indonesia","34286","23791.75","176391.05"
"2026-01-02","ID","South Sulawesi","ID","Jakarta","Pos Indonesia","28926","17396.42","168335.24"
"2026-01-02","TH","Nakhon Sawan","TH","Khon Kaen","J&T","22226","19452.02","50493.26"
"2026-01-02","MY","Johor","MY","Perak","Pos Malaysia","23608","20033.57","63540.86"
"2026-01-02","MY","Uknown","MY","Uknown","Pos Malaysia","21597","13188.65","125589.23"
"2026-01-02","TH","Khon Kaen","TH","Nakhon Sawan","Ninja Van","13110","9475.34","26823.88"
"2026-01-02","PH","Northern Mindanao","PH","Bicol Region","J&T","28085","24153.11","93887.24"
"2026-01-02","MY","Kedah","MY","Negeri Sembilan","Ninja Van","21354","16163.49","53315.72"
"2026-01-02","MY","Perak","MY","Pahang","J&T","24780","20136.91","49183.98"
"2026-01-02","MY","Sarawak","MY","Sabah","Ninja Van","15053","12176.39","56409.13"
"2026-01-02","TH","BKK","TH","Chiang Mai","Kerry Express","15597","14708.66","48578.21"
"2026-01-02","ID","Jakarta","ID","Banten","Ninja Van","22126","16160.85","24841.06"
"2026-01-02","MY","Negeri Sembilan","MY","Perak","Pos Malaysia","21728","18198.08","54494.86"
"2026-01-02","MY","Johor","MY","Kedah","Pos Malaysia","24385","21830.71","88376.73"
"2026-01-02","ID","Central Java","ID","South Sulawesi","Ninja Van","11580","10421.1","44178.97"
"2026-01-02","PH","Ilocos Region","PH","Central Luzon","2GO Express","14845","11275.07","24800.4"
"2026-01-02","MY","Kedah","MY","Kuala Lumpur","Pos Malaysia","25359","18353.23","73279.24"
"2026-01-02","PH","Central Luzon","PH","NCR","2GO Express","19939","13076.76","22669.84"
"2026-01-02","TH","Phuket","TH","Korat","J&T","7774","4442.09","26618.06"
"2026-01-02","PH","","PH","West Visayas","Ninja Van","20700","12845.77","90578.59"
"2026-01-02","MY","Johor","MY","Selangor","Pos Malaysia","23458","16747.81","53770.4"
"2026-01-02","ID","East Java","ID","South Sulawesi","Ninja Van","34808","32475.9","15884.44"
"2026-01-02","ID","South Sulawesi","ID","South Sulawesi","Pos Indonesia","22040","19352.03","30173.79"
"2026-01-02","TH","BKK","TH","BKK","J&T","10604","6560.26","11388.32"
"2026-01-02","TH","BKK","TH","Nakhon Sawan","Ninja Van","14585","10170.43","23621.67"
"2026-01-02","MY","Kuala Lumpur","MY","Kedah","Ninja Van","16460","14386.45","33901.54"
"2026-01-02","PH","Ilocos Region","PH","Calabarzon","2GO Express","23243","15037.67","42507.23"
"2026-01-02","ID","North Sumatra","ID","Riau","DHL","30185","21928.76","80573.75"
"2026-01-02","ID","North Sumatra","ID","West Java","DHL","28416","17062.99","169179.12"
"2026-01-02","MY","Penang","MY","Selangor","Ninja Van","18164","12823.8","31322.43"
"2026-01-02","ID","West Java","ID","Central Java","Pos Indonesia","27308","18488.53","48023.04"
"2026-01-02","TH","Surat Thani","TH","Khon Kaen","Ninja Van","9841","8793.36","42364.17"
"2026-01-02","ID","North Sumatra","ID","North Sumatra","Pos Indonesia","31365","21673.05","41139.05"
"2026-01-02","MY","Kuala Lumpur","MY","Pahang","Ninja Van","26154","20591.02","39907.49"
"2026-01-02","PH","Bicol Region","PH","SOCCSKSARGEN","J&T","15216","10364.75","56202.88"
"2026-01-02","ID","Jakarta","ID","South Sulawesi","DHL","24187","20854.49","117652.34"
"2026-01-02","ID","North Sumatra","ID","Banten","Pos Indonesia","10337","7316.1","61298.16"
"2026-01-02","ID","South Sulawesi","ID","West Java","Pos Indonesia","22234","14683.53","130526.32"
